Chronosequence,Age,AGB,PI,Reference,
Yucatán,8,12.66629913,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,12.02333941,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,57.23206084,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,31.66001157,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,42.37892291,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,9.505593802,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,15.77982143,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,31.31292751,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,19.60541077,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,9,26.1969272,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,100.2550621,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,93.87273093,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,233.0106345,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,85.70389845,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,121.4042114,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,62.23988047,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,91.71246602,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,57.43830387,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,327.1739357,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,214.9852212,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,60.00386054,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,107.4960747,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,115.7521644,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,132.0605805,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,92.64111679,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,OG,109.6141396,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Zona Norte,10,198.6282111,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,12,186.5657011,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,12,71.99599793,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,12,256.4534315,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,12,40.36376723,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,14,33.91343566,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,15,8.207517165,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,15,53.67669992,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,15,21.37731233,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,15,5.861207671,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,2,52.74606983,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,2,114.1541698,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,153.6563876,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,47.59927503,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,27.06026401,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,300.2327514,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,27.19566419,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,20,15.23540631,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,23,228.4989946,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,159.4929919,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,71.51342834,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,197.6380616,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,46.23192794,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,9.18469893,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,27.69576945,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,25,0,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,28,11.91129892,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,3,271.5307173,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,3,27.29640571,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,3,51.80027021,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,3,22.38642631,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,3,25.14913731,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,30,192.01418,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,4,65.37166765,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,5,10.078132,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,52,70.68325749,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,8,10.50739075,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,8,8.96695705,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
Zona Norte,9,82.04361492,"Ben H.J. de Jong, Susana Ochoa Gaona",unpublished,
